stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
22700,22700,"35th Ave SW & SW Holly St","",47.5431366,-122.376381,1,,0,,America/Los_Angeles,1
22710,22710,"35th Ave SW & SW Morgan St","",47.5450897,-122.376343,1,,0,,America/Los_Angeles,1
22730,22730,"35th Ave SW & SW Raymond St","",47.5481567,-122.376274,1,,0,,America/Los_Angeles,1
2275,2275,"E Denny Way & Bellevue Ave E","",47.6185646,-122.326553,1,,0,,America/Los_Angeles,1
22750,22750,"35th Ave SW & SW Findlay St","",47.5521927,-122.376205,1,,0,,America/Los_Angeles,1
22770,22770,"35th Ave SW & SW Dawson St","",47.555748,-122.376167,1,,0,,America/Los_Angeles,1
22780,22780,"35th Ave SW & SW Hudson St","",47.5573196,-122.376152,1,,0,,America/Los_Angeles,1
22790,22790,"35th Ave SW & SW Edmunds St","",47.5591507,-122.376137,1,,0,,America/Los_Angeles,1
22820,22820,"35th Ave SW & SW Avalon Way","",47.5635681,-122.376099,1,,0,,America/Los_Angeles,1
22830,22830,"35th Ave SW & SW Avalon Way","",47.5635033,-122.376305,1,,0,,America/Los_Angeles,1
2285,2285,"Denny Way & Fairview Ave N","",47.6186028,-122.334213,1,,0,,America/Los_Angeles,1
22850,22850,"SW Alaska St & 35th Ave SW","",47.5611382,-122.3769,1,,0,,America/Los_Angeles,1
22860,22860,"35th Ave SW & SW Edmunds St","",47.5590057,-122.376343,1,,0,,America/Los_Angeles,1
22870,22870,"35th Ave SW & SW Hudson St","",47.5571861,-122.376358,1,,0,,America/Los_Angeles,1
22880,22880,"35th Ave SW & SW Dawson St","",47.5553703,-122.376373,1,,0,,America/Los_Angeles,1
22900,22900,"35th Ave SW & SW Findlay St","",47.5517159,-122.376411,1,,0,,America/Los_Angeles,1
2291,2291,"Denny Way & Westlake Ave","",47.6186028,-122.338806,1,,0,,America/Los_Angeles,1
22912,22912,"35th Ave SW & SW Raymond St","",47.5480804,-122.37648,1,,0,,America/Los_Angeles,1
22940,22940,"35th Ave SW & SW Morgan St","",47.5441895,-122.376564,1,,0,,America/Los_Angeles,1
2295,2295,"Denny Way & Dexter Ave N","",47.6186142,-122.342163,1,,0,,America/Los_Angeles,1
22950,22950,"35th Ave SW & SW Holly St","",47.5426102,-122.376602,1,,0,,America/Los_Angeles,1
2297,2297,"Denny Way & 6th Ave N","",47.6186295,-122.345619,1,,0,,America/Los_Angeles,1
22970,22970,"35th Ave SW & SW Myrtle St","",47.5389748,-122.376686,1,,0,,America/Los_Angeles,1
22990,22990,"35th Ave SW & SW Webster St","",47.5352287,-122.376709,1,,0,,America/Los_Angeles,1
2300,2300,"Denny Way & 5th Ave N","",47.6186409,-122.347847,1,,0,,America/Los_Angeles,1
23000,23000,"35th Ave SW & SW Ida St","",47.533905,-122.376724,1,,0,,America/Los_Angeles,1
23010,23010,"35th Ave SW & SW Kenyon St","",47.5316162,-122.37674,1,,0,,America/Los_Angeles,1
23020,23020,"35th Ave SW & SW Elmgrove St","",47.5299225,-122.37674,1,,0,,America/Los_Angeles,1
23030,23030,"35th Ave SW & SW Thistle St","",47.528038,-122.37674,1,,0,,America/Los_Angeles,1
23050,23050,"35th Ave SW & SW Trenton St","",47.5244026,-122.376755,1,,0,,America/Los_Angeles,1
23060,23060,"35th Ave SW & SW Henderson St","",47.5229416,-122.376808,1,,0,,America/Los_Angeles,1
23070,23070,"35th Ave SW & SW Barton St","",47.5208244,-122.376877,1,,0,,America/Los_Angeles,1
23080,23080,"35th Ave SW & SW Cambridge St","",47.5190392,-122.3769,1,,0,,America/Los_Angeles,1
23170,23170,"5th Ave NE & NE 123rd St","",47.717823,-122.323639,1,,0,,America/Los_Angeles,1
23180,23180,"5th Ave NE & NE 120th St","",47.7155304,-122.323586,1,,0,,America/Los_Angeles,1
2320,2320,"1st Ave & Broad St","",47.6172066,-122.352859,1,,0,,America/Los_Angeles,1
23200,23200,"5th Ave NE & NE 115th St","",47.7124138,-122.323494,1,,0,,America/Los_Angeles,1
23220,23220,"5th Ave NE & NE 112th St","",47.7097893,-122.323425,1,,0,,America/Los_Angeles,1
23230,23230,"5th Ave NE & NE Northgate Way","",47.7081947,-122.323364,1,,0,,America/Los_Angeles,1
23250,23250,"5th Ave NE & NE 106th St","",47.7063332,-122.323311,1,,0,,America/Los_Angeles,1
23260,23260,"5th Ave NE & NE 103rd St","",47.702755,-122.323242,1,,0,,America/Los_Angeles,1
23273,23273,"NE 100th St & 4th Ave NE","",47.7014008,-122.324051,1,,0,,America/Los_Angeles,1
23276,23276,"NE 100th St & 4th Ave NE","",47.7012711,-122.324471,1,,0,,America/Los_Angeles,1
2330,2330,"1st Ave N & Denny Way","",47.6191177,-122.355362,1,,0,,America/Los_Angeles,1
23370,23370,"Roosevelt Way NE & NE 80th St","",47.6864853,-122.317657,1,,0,,America/Los_Angeles,1
23390,23390,"Roosevelt Way NE & NE 75th St","",47.6828651,-122.317589,1,,0,,America/Los_Angeles,1
23420,23420,"Roosevelt Way NE & NE 69th St","",47.6785011,-122.317505,1,,0,,America/Los_Angeles,1
23421,23421,"Roosevelt Station - Bay 4","",47.6767235,-122.317482,1,,0,,America/Los_Angeles,1
23500,23500,"11th Ave NE & NE 50th St","",47.6651726,-122.316238,1,,0,,America/Los_Angeles,1
23510,23510,"11th Ave NE & NE 52nd St","",47.6667137,-122.316208,1,,0,,America/Los_Angeles,1
23520,23520,"11th Ave NE & NE 55th St","",47.6687584,-122.316185,1,,0,,America/Los_Angeles,1
23530,23530,"11th Ave NE & NE Ravenna Blvd","",47.6713295,-122.316101,1,,0,,America/Los_Angeles,1
23540,23540,"12th Ave NE & NE 61st St","",47.6726532,-122.315552,1,,0,,America/Los_Angeles,1
23561,23561,"Roosevelt Station - Bay 3","",47.6771355,-122.315582,1,,0,,America/Los_Angeles,1
23580,23580,"12th Ave NE & NE 70th St","",47.67976,-122.315536,1,,0,,America/Los_Angeles,1
2360,2360,"1st Ave N & Republican St","",47.6231232,-122.355309,1,,0,,America/Los_Angeles,1
23600,23600,"NE 75th St & 12th Ave NE","",47.6831245,-122.315651,1,,0,,America/Los_Angeles,1
2361,2361,"Republican St & 1st Ave N","",47.6231995,-122.355537,1,,0,,America/Los_Angeles,1
23610,23610,"Roosevelt Way NE & NE 75th St","",47.6835442,-122.317398,1,,0,,America/Los_Angeles,1
2370,2370,"Mercer St & Queen Anne Ave N","",47.624649,-122.356552,1,,0,,America/Los_Angeles,1
23750,23750,"5th Ave NE & NE 103rd St","",47.7035408,-122.323051,1,,0,,America/Los_Angeles,1
23770,23770,"5th Ave NE & NE 106th St","",47.706131,-122.323105,1,,0,,America/Los_Angeles,1
23785,23785,"5th Ave NE & NE 112th St","",47.7098083,-122.323219,1,,0,,America/Los_Angeles,1
23800,23800,"5th Ave NE & NE 115th St","",47.7124748,-122.323288,1,,0,,America/Los_Angeles,1
23820,23820,"5th Ave NE & NE 120th St","",47.716114,-122.323395,1,,0,,America/Los_Angeles,1
23831,23831,"5th Ave NE & NE 123rd St","",47.7178383,-122.323448,1,,0,,America/Los_Angeles,1
23872,23872,"NE 125th St & Roosevelt Way NE","",47.7195282,-122.319199,1,,0,,America/Los_Angeles,1
23890,23890,"25th Ave NE & NE 80th St","",47.6861153,-122.300934,1,,0,,America/Los_Angeles,1
23895,23895,"25th Ave NE & NE 75th St","",47.6828232,-122.300858,1,,0,,America/Los_Angeles,1
2390,2390,"2nd Ave W & W Roy St","",47.6259918,-122.359215,1,,0,,America/Los_Angeles,1
23905,23905,"25th Ave NE & NE 65th St","",47.6762733,-122.300743,1,,0,,America/Los_Angeles,1
23910,23910,"25th Ave NE & NE 60th St","",47.671875,-122.300743,1,,0,,America/Los_Angeles,1
23915,23915,"25th Ave NE & NE 55th St","",47.668293,-122.30072,1,,0,,America/Los_Angeles,1
23920,23920,"25th Ave NE & NE Blakeley St","",47.6657257,-122.30072,1,,0,,America/Los_Angeles,1
23925,23925,"25th Ave NE & NE 47th St","",47.6629105,-122.301003,1,,0,,America/Los_Angeles,1
2400,2400,"W Olympic Pl & 3rd Ave W","",47.6267929,-122.360535,1,,0,,America/Los_Angeles,1
2410,2410,"W Olympic Pl & 5th Ave W","",47.6267967,-122.363159,1,,0,,America/Los_Angeles,1
2420,2420,"Olympic Way W & 7th Ave W","",47.6278458,-122.366371,1,,0,,America/Los_Angeles,1
24250,24250,"34th Ave W & W Mcgraw St","",47.6399498,-122.401093,1,,0,,America/Los_Angeles,1
24260,24260,"34th Ave W & W Mcgraw St","",47.6398048,-122.400902,1,,0,,America/Los_Angeles,1
24270,24270,"34th Ave W & W Raye St","",47.6430626,-122.400864,1,,0,,America/Los_Angeles,1
24280,24280,"34th Ave W & W Armour St","",47.6451988,-122.400848,1,,0,,America/Los_Angeles,1
24290,24290,"34th Ave W & W Barrett St","",47.6470566,-122.400826,1,,0,,America/Los_Angeles,1
2430,2430,"Olympic Way W & W Prospect St","",47.6290665,-122.367966,1,,0,,America/Los_Angeles,1
24300,24300,"34th Ave W & W Dravus St","",47.6488533,-122.400826,1,,0,,America/Los_Angeles,1
24310,24310,"34th Ave W & W Bertona St","",47.6506462,-122.400826,1,,0,,America/Los_Angeles,1
24320,24320,"34th Ave W & W Ruffner St","",47.6524467,-122.40081,1,,0,,America/Los_Angeles,1
24321,24321,"34th Ave W & W Ruffner St","",47.6520462,-122.401016,1,,0,,America/Los_Angeles,1
24330,24330,"34th Ave W & W Emerson St","",47.6542549,-122.40081,1,,0,,America/Los_Angeles,1
24340,24340,"34th Ave W & W Thurman St","",47.6560745,-122.400795,1,,0,,America/Los_Angeles,1
24350,24350,"34th Ave W & W Elmore St","",47.6579285,-122.400795,1,,0,,America/Los_Angeles,1
24360,24360,"W Government Way & 34th Ave W","",47.6595726,-122.400505,1,,0,,America/Los_Angeles,1
24370,24370,"W Government Way & 32nd Ave W","",47.6600037,-122.398582,1,,0,,America/Los_Angeles,1
24380,24380,"30th Ave W & W Mansell St","",47.6582222,-122.396584,1,,0,,America/Los_Angeles,1
24390,24390,"30th Ave W & W Thurman St","",47.6557808,-122.395767,1,,0,,America/Los_Angeles,1
2440,2440,"Olympic Way W & W Lee St","",47.631279,-122.37011,1,,0,,America/Los_Angeles,1
24400,24400,"30th Ave W & W Emerson St","",47.6541252,-122.395752,1,,0,,America/Los_Angeles,1
24410,24410,"W Tilden St & 30th Ave W","",47.6530952,-122.395195,1,,0,,America/Los_Angeles,1
24420,24420,"W Tilden St & 28th Ave W","",47.6530952,-122.393005,1,,0,,America/Los_Angeles,1
24430,24430,"28th Ave W & W Ruffner St","",47.6520042,-122.392982,1,,0,,America/Los_Angeles,1
24440,24440,"28th Ave W & W Bertona St","",47.6501274,-122.392998,1,,0,,America/Los_Angeles,1
24450,24450,"28th Ave W & W Dravus St","",47.6483154,-122.393005,1,,0,,America/Los_Angeles,1
24460,24460,"28th Ave W & W Barrett St","",47.6468773,-122.393005,1,,0,,America/Los_Angeles,1
24470,24470,"28th Ave W & W Fulton St","",47.6457367,-122.393021,1,,0,,America/Los_Angeles,1
24480,24480,"28th Ave W & W Raye St","",47.643322,-122.393051,1,,0,,America/Los_Angeles,1
24490,24490,"28th Ave W & W Smith St","",47.6412163,-122.393074,1,,0,,America/Los_Angeles,1
2450,2450,"10th Ave W & W Galer St","",47.6325035,-122.370308,1,,0,,America/Los_Angeles,1
24500,24500,"28th Ave W & W Lynn St","",47.6389122,-122.39312,1,,0,,America/Los_Angeles,1
24510,24510,"28th Ave W & W Crockett St","",47.637516,-122.393127,1,,0,,America/Los_Angeles,1
24540,24540,"28th Ave W & W Crockett St","",47.637867,-122.392929,1,,0,,America/Los_Angeles,1
24544,24544,"28th Ave W & W Lynn St","",47.6392937,-122.392914,1,,0,,America/Los_Angeles,1
24560,24560,"28th Ave W & W Halladay St","",47.6422653,-122.392868,1,,0,,America/Los_Angeles,1
24570,24570,"28th Ave W & W Raye St","",47.6435928,-122.392845,1,,0,,America/Los_Angeles,1
24580,24580,"28th Ave W & W Fulton St","",47.6456947,-122.392815,1,,0,,America/Los_Angeles,1
24590,24590,"28th Ave W & W Barrett St","",47.6470566,-122.392799,1,,0,,America/Los_Angeles,1
2460,2460,"10th Ave W & W Blaine St","",47.6349564,-122.370262,1,,0,,America/Los_Angeles,1
24600,24600,"28th Ave W & W Dravus St","",47.648777,-122.392799,1,,0,,America/Los_Angeles,1
24610,24610,"28th Ave W & W Bertona St","",47.6506004,-122.392792,1,,0,,America/Los_Angeles,1
24620,24620,"28th Ave W & W Ruffner St","",47.6522217,-122.392792,1,,0,,America/Los_Angeles,1
24630,24630,"W Tilden St & 29th Ave W","",47.6532364,-122.394539,1,,0,,America/Los_Angeles,1
24640,24640,"30th Ave W & W Emerson St","",47.6543198,-122.395561,1,,0,,America/Los_Angeles,1
24650,24650,"30th Ave W & W Thurman St","",47.6562576,-122.395561,1,,0,,America/Los_Angeles,1
24660,24660,"31st Ave W & W Mansell St","",47.6586494,-122.396721,1,,0,,America/Los_Angeles,1
24670,24670,"31st Ave W & W Jameson St","",47.6599808,-122.397461,1,,0,,America/Los_Angeles,1
24680,24680,"W Government Way & 33rd Ave W","",47.6600037,-122.399757,1,,0,,America/Los_Angeles,1
24690,24690,"34th Ave W & W Government Way","",47.6587296,-122.401001,1,,0,,America/Los_Angeles,1
2470,2470,"10th Ave W & W Howe St","",47.636158,-122.370247,1,,0,,America/Los_Angeles,1
24700,24700,"34th Ave W & W Elmore St","",47.6575317,-122.401001,1,,0,,America/Los_Angeles,1
24710,24710,"34th Ave W & W Thurman St","",47.6556129,-122.401001,1,,0,,America/Los_Angeles,1
24720,24720,"34th Ave W & W Emerson St","",47.6537857,-122.401001,1,,0,,America/Los_Angeles,1
24740,24740,"34th Ave W & W Bertona St","",47.6502571,-122.401016,1,,0,,America/Los_Angeles,1
24750,24750,"34th Ave W & W Dravus St","",47.6484337,-122.401024,1,,0,,America/Los_Angeles,1
24760,24760,"34th Ave W & W Barrett St","",47.6466255,-122.401039,1,,0,,America/Los_Angeles,1
24770,24770,"34th Ave W & W Armour St","",47.6448097,-122.401054,1,,0,,America/Los_Angeles,1
24780,24780,"34th Ave W & W Raye St","",47.6429825,-122.40107,1,,0,,America/Los_Angeles,1
2480,2480,"10th Ave W & W Crockett St","",47.6379738,-122.370224,1,,0,,America/Los_Angeles,1
2490,2490,"10th Ave W & W Mcgraw St","",47.6397667,-122.370087,1,,0,,America/Los_Angeles,1
24910,24910,"35th Ave NE & NE 123rd St","",47.7171211,-122.291481,1,,0,,America/Los_Angeles,1
24920,24920,"35th Ave NE & NE 120th St","",47.7152977,-122.291618,1,,0,,America/Los_Angeles,1
24940,24940,"35th Ave NE & NE 115th St","",47.7117157,-122.290764,1,,0,,America/Los_Angeles,1
24950,24950,"35th Ave NE & NE 110th St","",47.7081223,-122.290871,1,,0,,America/Los_Angeles,1
24960,24960,"35th Ave NE & NE 105th St","",47.7045135,-122.290962,1,,0,,America/Los_Angeles,1
24980,24980,"35th Ave NE & NE 100th St","",47.7008743,-122.290802,1,,0,,America/Los_Angeles,1
24990,24990,"35th Ave NE & NE 97th St","",47.6990242,-122.290703,1,,0,,America/Los_Angeles,1
250,250,"2nd Ave & Bell St","",47.6137047,-122.345253,21,,0,,America/Los_Angeles,1
2500,2500,"10th Ave W & W Halladay St","",47.6421928,-122.369965,1,,0,,America/Los_Angeles,1
25000,25000,"35th Ave NE & NE 94th St","",47.6966324,-122.290695,1,,0,,America/Los_Angeles,1
25010,25010,"35th Ave NE & NE 92nd St","",47.6954384,-122.290695,1,,0,,America/Los_Angeles,1
25020,25020,"35th Ave NE & NE 90th St","",47.6935959,-122.290733,1,,0,,America/Los_Angeles,1
25040,25040,"35th Ave NE & NE 85th St","",47.6899185,-122.290817,1,,0,,America/Los_Angeles,1
25050,25050,"35th Ave NE & NE 81st St","",47.6871986,-122.290718,1,,0,,America/Los_Angeles,1
25070,25070,"35th Ave NE & NE 75th St","",47.682682,-122.290565,1,,0,,America/Los_Angeles,1
25090,25090,"35th Ave NE & NE 70th St","",47.6790237,-122.290474,1,,0,,America/Los_Angeles,1
2510,2510,"10th Ave W & W Newell St","",47.644455,-122.370087,1,,0,,America/Los_Angeles,1
25100,25100,"35th Ave NE & NE 68th St","",47.6772995,-122.290421,1,,0,,America/Los_Angeles,1
25110,25110,"35th Ave NE & NE 65th St","",47.6755104,-122.290375,1,,0,,America/Los_Angeles,1
25130,25130,"35th Ave NE & NE 60th St","",47.6719856,-122.290337,1,,0,,America/Los_Angeles,1
25140,25140,"35th Ave NE & NE 55th St","",47.6687851,-122.290298,1,,0,,America/Los_Angeles,1
2520,2520,"9th Ave W & W Armour St","",47.6453171,-122.369278,1,,0,,America/Los_Angeles,1
25200,25200,"NE 45th St & Union Bay Pl NE","",47.6612816,-122.293724,1,,0,,America/Los_Angeles,1
25201,25201,"NE 45th St & University Village","",47.6611023,-122.296974,1,,0,,America/Los_Angeles,1
25202,25202,"NE 45th St & University Village","",47.6612778,-122.295418,1,,0,,America/Los_Angeles,1
25210,25210,"Montlake Blvd NE & NE 45th St","",47.6610489,-122.298904,1,,0,,America/Los_Angeles,1
25240,25240,"Montlake Blvd NE & NE Pacific Pl - Bay 3","",47.6502266,-122.30442,1,,0,,America/Los_Angeles,1
2550,2550,"7th Ave W & W Pleasant Pl","",47.6426506,-122.366356,1,,0,,America/Los_Angeles,1
2570,2570,"W Mcgraw St & 6th Ave W","",47.6395149,-122.365318,1,,0,,America/Los_Angeles,1
25752,25752,"Montlake Blvd E & E Shelby St","",47.6462822,-122.304436,1,,0,,America/Los_Angeles,1
25755,25755,"Montlake Blvd NE & NE Pacific Pl - Bay 4","",47.6504936,-122.304092,1,,0,,America/Los_Angeles,1
25765,25765,"Montlake Blvd NE & NE Pacific Pl - Bay 5","",47.6515427,-122.30349,1,,0,,America/Los_Angeles,1
25790,25790,"Montlake Blvd NE & NE 45th St","",47.6608543,-122.298584,1,,0,,America/Los_Angeles,1
25791,25791,"25th Ave NE & NE 47th St","",47.6637039,-122.300804,1,,0,,America/Los_Angeles,1
25792,25792,"25th Ave NE & NE Blakeley St","",47.6667557,-122.300514,1,,0,,America/Los_Angeles,1
25793,25793,"25th Ave NE & NE 55th St","",47.6689262,-122.300529,1,,0,,America/Los_Angeles,1
25794,25794,"25th Ave NE & NE 60th St","",47.6723785,-122.300545,1,,0,,America/Los_Angeles,1
25795,25795,"25th Ave NE & NE 65th St","",47.6761932,-122.300545,1,,0,,America/Los_Angeles,1
25797,25797,"25th Ave NE & NE 75th St","",47.6834068,-122.300667,1,,0,,America/Los_Angeles,1
25798,25798,"25th Ave NE & NE 80th St","",47.6864815,-122.300743,1,,0,,America/Los_Angeles,1
2580,2580,"6th Ave W & W Crockett St","",47.6375656,-122.365089,1,,0,,America/Los_Angeles,1
25840,25840,"35th Ave NE & NE 55th St","",47.6687775,-122.290108,1,,0,,America/Los_Angeles,1
25860,25860,"35th Ave NE & NE 60th St","",47.6723289,-122.290131,1,,0,,America/Los_Angeles,1
25880,25880,"35th Ave NE & NE 65th St","",47.6760139,-122.290176,1,,0,,America/Los_Angeles,1
25890,25890,"35th Ave NE & NE 68th St","",47.6777916,-122.29023,1,,0,,America/Los_Angeles,1
2590,2590,"6th Ave W & W Howe St","",47.6360245,-122.365097,1,,0,,America/Los_Angeles,1
25900,25900,"35th Ave NE & NE 70th St","",47.6796265,-122.290283,1,,0,,America/Los_Angeles,1
25920,25920,"35th Ave NE & NE 75th St","",47.683403,-122.29039,1,,0,,America/Los_Angeles,1
25940,25940,"35th Ave NE & NE 80th St","",47.6869316,-122.290497,1,,0,,America/Los_Angeles,1
25960,25960,"35th Ave NE & NE 85th St","",47.6905174,-122.290611,1,,0,,America/Los_Angeles,1
25980,25980,"35th Ave NE & NE 89th St","",47.6933403,-122.290543,1,,0,,America/Los_Angeles,1
260,260,"2nd Ave & Lenora St","",47.6120987,-122.342522,21,,0,,America/Los_Angeles,1
2600,2600,"6th Ave W & W Blaine St","",47.6345253,-122.365128,1,,0,,America/Los_Angeles,1
26000,26000,"35th Ave NE & NE 93rd St","",47.6962128,-122.290474,1,,0,,America/Los_Angeles,1
26010,26010,"35th Ave NE & NE 95th St","",47.6977005,-122.290474,1,,0,,America/Los_Angeles,1
26020,26020,"35th Ave NE & NE 97th St","",47.6996078,-122.290527,1,,0,,America/Los_Angeles,1
26030,26030,"35th Ave NE & NE 100th St","",47.7015343,-122.290627,1,,0,,America/Los_Angeles,1
26050,26050,"35th Ave NE & NE 105th St","",47.7050743,-122.290764,1,,0,,America/Los_Angeles,1
26060,26060,"35th Ave NE & NE 110th St","",47.7086182,-122.290649,1,,0,,America/Los_Angeles,1
26080,26080,"35th Ave NE & NE 115th St","",47.7121582,-122.290558,1,,0,,America/Los_Angeles,1
2610,2610,"6th Ave W & W Galer St","",47.6324577,-122.365158,1,,0,,America/Los_Angeles,1
26100,26100,"35th Ave NE & NE 120th St","",47.715744,-122.291389,1,,0,,America/Los_Angeles,1
26110,26110,"35th Ave NE & NE 123rd St","",47.7175217,-122.291252,1,,0,,America/Los_Angeles,1
2620,2620,"W Galer St & 5th Ave W","",47.6322632,-122.362793,1,,0,,America/Los_Angeles,1
2630,2630,"W Galer St & 2nd Ave W","",47.6322441,-122.358505,1,,0,,America/Los_Angeles,1
26369,26369,"NE 40th St & 1st Ave NE","",47.6556129,-122.327423,1,,0,,America/Los_Angeles,1
26370,26370,"N 40th St & Eastern Ave N","",47.6556282,-122.329376,1,,0,,America/Los_Angeles,1
26381,26381,"N 40th St & Bagley Ave N","",47.6556664,-122.333145,1,,0,,America/Los_Angeles,1
2640,2640,"Queen Anne Ave N & W Galer St","",47.6318359,-122.356697,1,,0,,America/Los_Angeles,1
26400,26400,"N 40th St & Wallingford Ave N","",47.6557159,-122.336098,1,,0,,America/Los_Angeles,1
26410,26410,"Wallingford Ave N & N 39th St","",47.6540909,-122.336388,1,,0,,America/Los_Angeles,1
26430,26430,"Wallingford Ave N & N 37th St","",47.651783,-122.336411,1,,0,,America/Los_Angeles,1
26450,26450,"N 35th St & Wallingford Ave N","",47.6492615,-122.336823,1,,0,,America/Los_Angeles,1
26460,26460,"N 35th St & Woodlawn Ave N","",47.6492805,-122.339073,1,,0,,America/Los_Angeles,1
26480,26480,"N 35th St & Stone Way N","",47.6495705,-122.343147,1,,0,,America/Los_Angeles,1
26490,26490,"N 35th St & Troll Ave N","",47.6502151,-122.347343,1,,0,,America/Los_Angeles,1
26510,26510,"Fremont Ave N & N 34th St","",47.6496773,-122.349869,1,,0,,America/Los_Angeles,1
26520,26520,"Westlake Ave N & Dexter Ave N","",47.6458092,-122.349319,1,,0,,America/Los_Angeles,1
26560,26560,"Westlake Ave N & Crockett St","",47.6380692,-122.340935,1,,0,,America/Los_Angeles,1
26580,26580,"Westlake Ave N & 8th Ave N","",47.6348763,-122.340523,1,,0,,America/Los_Angeles,1
26590,26590,"Westlake Ave N & Galer St","",47.6327477,-122.340897,1,,0,,America/Los_Angeles,1
2660,2660,"Queen Anne Ave N & W Highland Dr","",47.629612,-122.356728,1,,0,,America/Los_Angeles,1
26600,26600,"Westlake Ave N & Highland Dr","",47.6297951,-122.341087,1,,0,,America/Los_Angeles,1
26641,26641,"Westlake & Mercer","",47.6241531,-122.338547,1,,0,,America/Los_Angeles,1
26645,26645,"Westlake & Thomas","",47.6213799,-122.33857,1,,0,,America/Los_Angeles,1
26665,26665,"Westlake & 9th-Denny","",47.617794,-122.338463,1,,0,,America/Los_Angeles,1
26680,26680,"Westlake Hub","",47.6132927,-122.337341,21,,0,,America/Los_Angeles,1
26689,26689,"Westlake And 7th","",47.6156235,-122.337807,1,,0,,America/Los_Angeles,1
26690,26690,"Westlake & 9th-Denny","",47.6182671,-122.338341,1,,0,,America/Los_Angeles,1
26693,26693,"Terry & Thomas","",47.6215019,-122.337051,1,,0,,America/Los_Angeles,1
26698,26698,"Terry & Mercer","",47.6234169,-122.337044,1,,0,,America/Los_Angeles,1
2670,2670,"Queen Anne Ave N & W Prospect St","",47.6285133,-122.356781,1,,0,,America/Los_Angeles,1
26700,26700,"Fairview & Campus Drive","",47.6276665,-122.332367,1,,0,,America/Los_Angeles,1
26701,26701,"Lake Union Park","",47.6258316,-122.336372,1,,0,,America/Los_Angeles,1
26702,26702,"Lake Union Park","",47.6259689,-122.336533,1,,0,,America/Los_Angeles,1
26705,26705,"Fairview & Campus Drive","",47.6275864,-122.332207,1,,0,,America/Los_Angeles,1
26715,26715,"Westlake Ave N & Harrison St","",47.6218491,-122.338356,1,,0,,America/Los_Angeles,1
2672,2672,"Queen Anne Ave N & W Mercer St","",47.6240616,-122.356812,1,,0,,America/Los_Angeles,1
26730,26730,"Westlake Ave N & Mercer St","",47.6255035,-122.338394,1,,0,,America/Los_Angeles,1
26760,26760,"Westlake Ave N & Highland Dr","",47.6299477,-122.340897,1,,0,,America/Los_Angeles,1
26770,26770,"Westlake Ave N & Galer St","",47.6327248,-122.340706,1,,0,,America/Los_Angeles,1
26780,26780,"Westlake Ave N & 8th Ave N","",47.6353798,-122.340317,1,,0,,America/Los_Angeles,1
2680,2680,"Queen Anne Ave N & W Aloha St","",47.626545,-122.356796,1,,0,,America/Los_Angeles,1
26800,26800,"Westlake Ave N & Crockett St","",47.6381645,-122.340775,1,,0,,America/Los_Angeles,1
26840,26840,"Westlake Ave N & Westlake Ave N","",47.6441345,-122.345032,1,,0,,America/Los_Angeles,1
26850,26850,"Westlake Ave N & Westlake Aly","",47.6455688,-122.348434,1,,0,,America/Los_Angeles,1
26860,26860,"Fremont Ave N & N 34th St","",47.6498604,-122.349678,1,,0,,America/Los_Angeles,1
26870,26870,"N 35th St & Troll Ave N","",47.650032,-122.347054,1,,0,,America/Los_Angeles,1
26885,26885,"N 35th St & Woodland Park Ave N","",47.6495094,-122.343643,1,,0,,America/Los_Angeles,1
2690,2690,"1st Ave N & Mercer St","",47.6247368,-122.355309,1,,0,,America/Los_Angeles,1
26901,26901,"N 35th St & Carr Pl N","",47.6491432,-122.339073,1,,0,,America/Los_Angeles,1
26920,26920,"Wallingford Ave N & N 35th St","",47.6494102,-122.336235,1,,0,,America/Los_Angeles,1
26940,26940,"Wallingford Ave N & N 37th St","",47.652195,-122.336205,1,,0,,America/Los_Angeles,1
26965,26965,"N 40th St & Wallingford Ave N","",47.6555786,-122.335701,1,,0,,America/Los_Angeles,1
26980,26980,"N 40th St & Bagley Ave N","",47.6555138,-122.332069,1,,0,,America/Los_Angeles,1
26999,26999,"N 40th St & Eastern Ave N","",47.6554909,-122.328735,1,,0,,America/Los_Angeles,1
2710,2710,"Queen Anne Ave N & Aloha St","",47.6271095,-122.35659,1,,0,,America/Los_Angeles,1
27175,27175,"36th Ave S & S Day St","",47.588829,-122.28672,1,,0,,America/Los_Angeles,1
27180,27180,"Lakeside Ave S & S Day St","",47.5903053,-122.286484,1,,0,,America/Los_Angeles,1
27190,27190,"Lakeside Ave S & S Judkins St","",47.5923157,-122.287453,1,,0,,America/Los_Angeles,1
2720,2720,"Queen Anne Ave N & Ward St","",47.6283188,-122.356575,1,,0,,America/Los_Angeles,1
27200,27200,"Lakeside Ave S & S Charles St","",47.5947723,-122.287697,1,,0,,America/Los_Angeles,1
27210,27210,"Lakeside Ave S & S Lane St","",47.5968056,-122.287262,1,,0,,America/Los_Angeles,1
27230,27230,"Lakeside Ave S & S Leschi Pl","",47.5995979,-122.286224,1,,0,,America/Los_Angeles,1
27240,27240,"Lakeside Ave S & Lake Washington Blvd","",47.6018524,-122.285156,1,,0,,America/Los_Angeles,1
27260,27260,"E Alder St & Erie Ave","",47.6039467,-122.285675,1,,0,,America/Los_Angeles,1
